OBJECTID,Country,Feature Description,Feature Name,Installation Identifier,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Metadata Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
202,usa,na,NAS Fort Worth JRB TX,N83447,No,No,No,na,na, ,249b331a-53a0-4a0b-95e0-6a5b174fa349,NAS Fort Worth JRB TX,act,usnr,TX,0.000668950369799859,0.160945865128298
203,usa,na,Naval Support Activity Panama City,N61008,No,Yes,No,na,na, ,26a6793b-0ea4-434d-8422-6f041909e5ab,Naval Support Activity Panama City,act,usn,FL,0.000254318598990722,0.118859699437301
204,usa,na,NSWC Carderock Div,N00639,No,No,No,na,na, ,185f4d7e-9b73-4e97-8039-ab7da599e921,NSWC Carderock Div,act,usn,TN,8.7092653302534E-06,0.014785955253907
205,usa,na,Barin Field,N60508,No,No,No,na,na, ,313bd362-1bea-46f3-badd-b1d544ef8716,Barin Field,act,usn,AL,0.000318121003374472,0.17432669980094
207,usa,na,San Nicolas Island,N69232,No,No,No,na,na, ,4efa618d-c893-42a5-ae0d-73db746e09ba,San Nicolas Island,act,usn,CA,0.00682008739045159,0.410635305471646
208,usa,na,NAVBASE Coronado,N00246,No,No,No,na,na, ,ef08756e-e381-4d77-ab7f-96703ce32cea,NAVBASE Coronado,act,usn,CA,0.00108025413851465,0.147940683888157
209,usa,na,NOLF Brewton,N60508,No,No,No,na,na, ,430feb0f-c730-48a7-939f-ea525eb752ed,NOLF Brewton,act,usn,AL,0.000246579538952574,0.0825341161465965
210,usa,na,West Bank,N00206,No,No,No,na,na, ,4c3103ab-bcab-4322-bae9-524df5d9aec5,West Bank,act,usn,LA,1.65437934356305E-05,0.0322619292290658
211,usa,na,Naval Submarine Base Kings Bay,N42237,No,Yes,No,na,na, ,58a5b71b-2911-4c59-8ca3-b854086c8b5e,Subase Kings Bay GA,act,usn,GA,0.00504116271190469,0.606714638498488
212,usa,na,Naval Support Activity Orlando,N61007,No,Yes,No,na,na, ,5f456c9b-c0c3-40b5-9e7f-26aac4370650,Naval Support Activity Orlando,act,usn,FL,1.56323033024819E-05,0.0222748832308666
213,usa,na,OLF Whitehouse,N00207,No,No,No,na,na, ,6713708b-5232-4836-a779-888499ef8d27,OLF Whitehouse,act,usn,FL,0.000722961832479996,0.188460172561603
214,usa,na,NOLF Silverhill,N60508,No,No,No,na,na, ,79d7f4ee-38e4-42b0-9489-0bd135068837,NOLF Silverhill,act,usn,AL,0.000135245301180476,0.0611504319226254
215,usa,na,ALF Orange,N60241,No,No,No,na,na, ,1ff5a496-f760-46a7-9503-dfd7a4db44f1,ALF Orange,act,usn,TX,0.00125436160374193,0.356352873766203
216,usa,na,NALF Goliad,N00216,No,No,No,na,na, ,d396f68e-bf54-4a00-886d-bd511e668d0d,NALF Goliad,act,usn,TX,0.00042431826864231,0.152368903206252
217,usa,na,Dredgers Key-Sigsbee,N00213,No,No,No,na,na, ,81e29610-b008-43cb-9578-a2f69f558204,Dredgers Key-Sigsbee,act,usn,FL,0.00012939124951572,0.071614809429076
218,usa,na,Fleming Key Magazine,N00213,No,No,No,na,na, ,5acff40c-02bc-4302-b3b3-867f81ecc0b9,Fleming Key Magazine,act,usn,FL,0.000122292765809107,0.076633040791629
219,usa,na,Dixie Target Range,N60241,No,No,No,na,na, ,6a02bae4-5ebc-423c-b286-19e78367c477,Dixie Target Range,act,usn,TX,0.00291127968830551,0.28787042389103
220,usa,na,Pineros Island,N40003,No,No,No,na,na, ,34e1f085-a9b8-4b7d-b54d-5dbeca4eba3f,Pineros Island,care,usn,PR,0.000112786818135646,0.0668297126371705
221,usa,na,Vieques West PR,N00207,No,No,No,na,na, ,765ace5e-4a23-4f16-9a8a-f30784c9a4a5,Vieques West PR,act,usn,PR,2.98515294616664E-05,0.0258390702508081
222,usa,na,NAS Key West FL,N00213,No,No,No,na,na, ,9d736c50-43bc-4eec-898f-7512f3c2ad79,NAS Key West FL,act,usn,FL,0.00136233675857511,0.478842825422456
223,usa,na,Cabeza De Perro,N40003,No,No,No,na,na, ,b796b556-91bb-47ef-8626-39021f98c24d,Cabeza De Perro,care,usn,PR,9.7832751180249E-06,0.0186066878272969
224,usa,na,Pico Del Este - AFWTF,N00207,No,No,No,na,na, ,9988b313-f3f1-4e59-9927-54ef9541345a,Pico Del Este - AFWTF,clsd,usn,PR,7.50543222238775E-07,0.00537649800576654
225,usa,na,NSGA Sabana Seca PR,N00207,No,No,No,na,na, ,c35d0607-fe70-43aa-80e3-576428c7a0fe,NSGA Sabana Seca PR,clsd,usn,PR,4.61068907497975E-07,0.00296054910691682
228,usa,na,Det Concord (BRAC),N69168,No,No,No,na,na, ,6f6e8a39-aaee-423a-962d-10ca1e41e2c7,Det Concord (BRAC),care,usn,CA,0.00219922167752884,0.433824244338818
229,usa,na,NAS JRB Willow Grove PA,N00158,No,No,No,na,na, ,db079fb9-6536-44c4-85c1-77f674ae6e2d,NAS JRB Willow Grove PA,care,usn,PA,0.000377880078303861,0.13150905580118
230,usa,na,CSO NAS South Weymouth,N69170,No,No,No,na,na, ,b3a0f85b-7cc1-4bd4-a6a7-a04a9e8e8233,CSO NAS South Weymouth,care,usn,MA,2.68291025804501E-05,0.0197449372682856
231,usa,na,NAS Brunswick ME,N60087,No,No,No,na,na, ,7af5428a-e47a-4c22-a606-f4fb00c3e5c6,NAS Brunswick ME,care,usn,ME,0.00142176923259285,0.237681037765233
235,usa,na,Devens Reserve Forces Tng Area,42560,No,No,No,na,na, ,1b1121a9-d734-4ebb-b9fe-371090ce4e30,Devens Reserve Forces Tng Area,act,usar,MA,0.00225438114284771,0.32981712210796
236,usa,na,Fort Campbell,21145,No,Yes,No,na,na, ,22f9b158-0bf0-4cd3-944e-d5b36f83f413,Fort Campbell,act,usa,TN,0.0426755627133844,1.37896662485391
237,usa,na,NG Snake Creek TS Miramar,120NG,No,No,No,na,na, ,01ffe731-68f0-4ffc-a731-36c785a71b3b,NG Snake Creek TS Miramar,act,armyNationalGuard,FL,0.000116294876988832,0.0464781622240215
238,usa,na,Piñon Canyon Maneuver Site,8005,No,Yes,No,na,na, ,f1f5f3cd-c4e8-4562-95ea-af0c11efb528,Pinon Canyon,act,usa,CO,0.0971086053286854,1.77697110787481
239,usa,na,Stewart Annex,36993,No,No,No,na,na, ,48051304-fb83-46df-8dac-363979388964,Stewart Annex,act,usa,NY,4.40629537479253E-06,0.00989086412174274
240,usa,na,NG Sandson AASF,510NG,No,No,No,na,na, ,19162121-1d2c-4da7-89a4-25ec2c9518e5,NG Sandson AASF,act,armyNationalGuard,VA,3.75180793525942E-05,0.0279662515755934
241,usa,na,NG AASF02 Birmingham,010NG,No,No,No,na,na, ,9789c873-c26a-48a1-be3f-c2632c896782,NG AASF02 Birmingham,act,armyNationalGuard,AL,8.75687942425429E-06,0.0120572466455442
244,usa,na,Allen Stagefield AL,1252,No,No,No,na,na, ,5ddb7b93-a728-4d53-a0fd-fb69a6def0df,Allen Stagefield AL,act,usa,AL,4.3293950966472E-05,0.0266014907205752
245,usa,na,Anniston Army Depot,1012,No,No,No,na,na, ,83ae64b7-6307-40b7-a4e9-b30bcf8404d9,Anniston Army Depot,act,usa,AL,0.00612764449215319,0.393964045047943
246,usa,na,NG Arden Hills Army Training Site,270NG,No,No,No,na,na, ,38631a77-837e-442f-8e10-19b2e398dbc6,NG Arden Hills Army Training Site,act,armyNationalGuard,MN,0.000693833479999739,0.143514203728488
247,usa,na,Arlington National Cemetery,51869,No,No,No,na,na, ,6cfbe09e-b3fc-425b-ae35-465143bf6720,Arlington National Cemetery,act,usa,VA,0.000261561826846446,0.0987602965098661
248,usa,na,NG Atlanta United Ave,130NG,No,No,No,na,na, ,80cf1c1b-1416-4655-ae2d-869b9574c0a1,NG Atlanta United Ave,act,armyNationalGuard,GA,2.69225236024795E-05,0.0367533347489353
249,usa,na,NG Auburn Training Site,230NG,No,No,No,na,na, ,ebe39073-7239-40d7-9858-32896690bfe0,NG Auburn Training Site,act,armyNationalGuard,ME,8.01836679329426E-05,0.0584161427520053
251,usa,na,NG Bangor Training Site,230NG,No,No,No,na,na, ,662a6f32-0575-4e95-80ce-158412fef867,NG Bangor Training Site,act,armyNationalGuard,ME,9.46730872328772E-05,0.0724202259900483
252,usa,na,NG Beauregard Training Range,22C50,No,No,No,na,na, ,31d9bc1b-ca01-4f06-84cb-eba16da71ff2,NG Beauregard Training Range,act,armyNationalGuard,LA,0.00484349457656208,0.376693631159587
253,usa,na,NG Beightler Armory,390NG,No,No,No,na,na, ,afe58884-62a1-4f8a-b8f0-c82a7c3fcbca,NG Beightler Armory,act,armyNationalGuard,OH,7.44881867831282E-06,0.0109736302425352
254,usa,na,NG Bend Cotef,410NG,No,No,No,na,na, ,f68e396d-36cc-463d-af39-d920aaf527da,NG Bend Cotef,act,armyNationalGuard,OR,7.1662817390461E-05,0.0343263543550643
255,usa,na,NG Bergstrom - (Abia),480NG,No,No,No,na,na, ,51059e66-06bc-40b5-a122-49bd3bbf7f3f,NG Bergstrom - (Abia),act,armyNationalGuard,TX,2.27528960294876E-05,0.0187096824718741
256,usa,na,NG Biak Training Center COUTES,410NG,No,No,No,na,na, ,38121371-f06e-4057-8714-434065b2d967,NG Biak Training Center COUTES,act,armyNationalGuard,OR,0.0130331999839655,0.8942065358962
257,usa,na,NG Bismarck RJB Complex,380NG,No,No,No,na,na, ,c5ad6eb9-6bc6-4362-b527-b36d4f685052,NG Bismarck RJB Complex,act,armyNationalGuard,ND,3.99963992094854E-05,0.0463796867378614
258,usa,na,Naval Research Laboratory – Blossom Point,24015,No,Yes,No,na,na, ,175b173a-394d-4516-beb2-265334034b58,Blossom Point Research Facility,act,usa,MD,0.000661037277041032,0.117664867489262
259,usa,na,Blue Grass Army Depot,21045,No,No,No,na,na, ,92c4cb77-aa26-4fd7-8a1e-f0b2b40433fe,Blue Grass Army Depot,act,usa,KY,0.00602694653480285,0.341741833401422
260,usa,na,NG Bog Brook Training Site,230NG,No,No,No,na,na, ,13036425-aec3-4e74-8e7e-568eaee3a625,NG Bog Brook Training Site,act,armyNationalGuard,ME,9.52692314513115E-05,0.101921787324214
261,usa,na,NG Bremerton,530NG,No,No,No,na,na, ,832e4862-8310-47b7-b551-03b6ff04f375,NG Bremerton,act,armyNationalGuard,WA,3.91337116525392E-05,0.0252300258121748
262,usa,na,Brown 4b Stagefield AL,1252,No,No,No,na,na, ,d9658d6f-984a-42ad-8648-030eb6921a19,Brown 4b Stagefield AL,act,usa,AL,6.26350606580672E-05,0.0320384000761379
263,usa,na,Cairns Basefield AL,1252,No,No,No,na,na, ,1dcfa5a8-4705-4731-8b90-d60e6fde7fab,Cairns Basefield AL,act,usa,AL,0.000494519877975108,0.117449684706324
264,usa,na,NG Camp Adair Corvallis,410NG,No,No,No,na,na, ,be78f8ea-e558-4253-b2bb-f9496a8c4c3f,NG Camp Adair Corvallis,act,armyNationalGuard,OR,0.000242486093156913,0.0650266582411741
265,usa,na,NG Camp Ashland,31475,No,No,No,na,na, ,7b5446f6-d97e-46db-b7f2-c3e8ed1212de,NG Camp Ashland,act,armyNationalGuard,NE,0.000452715179108054,0.119029021700852
266,usa,na,NG Camp Atterbury,18055,No,No,No,na,na, ,3d4ba08e-4bcb-4546-a239-af5770529033,NG Camp Atterbury,act,armyNationalGuard,IN,0.0147936128764741,0.674003798896886
267,usa,na,NG Camp Bowie (State),48409,No,No,No,na,na, ,0b0fe726-72ba-47fb-b119-fd514280886c,NG Camp Bowie (State),act,armyNationalGuard,TX,0.00195676544740309,0.232373929889606
268,usa,na,NG Camp Dodge Johnston TS,19901,No,yes,No,na,na, ,81170f4b-e983-402d-b31e-c5f13d323d8b,NG Camp Dodge Johnston TS,act,armyNationalGuard,IA,0.0145148832948507,3.7383767975839
269,usa,na,NG Camp Fogarty Tng Site,440NG,No,No,No,na,na, ,f748c621-41f7-4205-9b43-3cd23bbf61c8,NG Camp Fogarty Tng Site,act,armyNationalGuard,RI,0.000164569751177623,0.0711803632532795
270,usa,na,NG Camp Grafton,38A45,No,No,No,na,na, ,e0f45741-bda2-4f0f-a3d9-5e6c2e1813f6,NG Camp Grafton,act,armyNationalGuard,ND,0.00561686896617175,0.716618396708815
271,usa,na,NG Camp Gruber,40580,No,No,No,na,na, ,07422b02-fd24-45f6-ae03-c26f718fbe58,NG Camp Gruber,act,armyNationalGuard,OK,0.0134931294924172,0.613686080910584
272,usa,na,NG Camp Hartell,090NG,No,No,No,na,na, ,3169b48d-5a9d-4776-a77a-8e26ea9b49d1,NG Camp Hartell,act,armyNationalGuard,CT,2.55913580531342E-05,0.0262629816298874
273,usa,na,NG Camp Joseph T Robinson,05C55,No,No,No,na,na, ,4db84d37-0d4e-4959-84b8-f24354439427,NG Camp Joseph T Robinson,act,armyNationalGuard,AR,0.013220173365653,0.608883318140999
274,usa,na,NG Camp Mabry,480NG,No,No,No,na,na, ,63c06012-f754-494a-a395-7b36e07b4441,NG Camp Mabry,act,armyNationalGuard,TX,0.000139747215825992,0.0549226458360869
275,usa,na,Camp MacKall,37225,No,Yes,No,na,na, ,71852b41-4673-424f-bd69-2674cc36cd5c,Camp Mackall,act,usa,NC,0.00318645849301902,0.392010634369641
276,usa,na,NG Camp Maxey,48G00,No,No,No,na,na, ,ec9d9988-9c91-43c9-8ee4-385abf099a94,NG Camp Maxey,act,armyNationalGuard,TX,0.0026024248613794,0.370822168487031
277,usa,na,NG Camp Minden Training Site,22B91,No,No,No,na,na, ,13a7562e-521e-469c-942f-64394ba9b73c,NG Camp Minden Training Site,act,armyNationalGuard,LA,0.00583017139774711,0.403879475723754
278,usa,na,NG Camp Navajo,76897,No,No,No,na,na, ,979d98e4-ed73-43f8-a648-714ebb3f347d,NG Camp Navajo,act,armyNationalGuard,AZ,0.0113471111353647,0.516591595770515
279,usa,na,NG State Military Reservation Camp Pendleton,82781,No,No,No,na,na, ,418bc6af-6f70-4012-a7b2-ca4bd14b49a9,NG State Military Reservation Camp Pendleton,act,armyNationalGuard,VA,0.000127899286553657,0.0695299758521356
280,usa,na,NG Camp Perry Joint Training Center,39D75,No,No,No,na,na, ,0a5b03ea-f77f-4a22-b0e6-32637f2da567,NG Camp Perry Joint Training Center,act,armyNationalGuard,OH,0.000252495634640582,0.104439942443271
281,usa,na,NG Camp Rapid,46B75,No,No,No,na,na, ,5bedd1fb-fb0c-45fb-839e-18408c68a4fe,NG Camp Rapid,act,armyNationalGuard,SD,3.76873158529634E-05,0.0273553915785736
282,usa,na,NG Camp Nett,09A35,No,No,No,na,na, ,e1da052c-6546-483b-98bd-7a8a0486e973,NG Camp Nett,act,armyNationalGuard,CT,3.55208533164841E-05,0.0387022799870177
283,usa,na,NG Camp Ripley,27B40,No,No,No,na,na, ,7f5aa3a3-b283-492f-b613-b4010c984f8d,NG Camp Ripley,act,armyNationalGuard,MN,0.0248906506726598,1.65203276618908
284,usa,na,NG Camp Sherman Joint Training Center,390NG,No,No,No,na,na, ,8027edb4-7d57-4250-ba27-45b8fcde7b63,NG Camp Sherman Joint Training Center,act,armyNationalGuard,OH,0.000192751419717752,0.0794955347814804
285,usa,na,NG Camp Smith Tng Site,36D35,No,No,No,na,na, ,48619c6b-7d1b-46a5-8efb-358ceb36af35,NG Camp Smith Tng Site,act,armyNationalGuard,NY,0.000684509135908229,0.144209527619923
286,usa,na,NG Camp Swift,48555,No,No,No,na,na, ,b11c0552-beee-4254-9376-31171f1b813d,NG Camp Swift,act,armyNationalGuard,TX,0.00444690974245532,0.316591379175875
287,usa,na,NG Camp Villere,44502,No,No,No,na,na, ,c0c20c0c-e0f8-4a63-adf0-bc86dca17182,NG Camp Villere,act,armyNationalGuard,LA,0.00058231284606336,0.104395041057597
288,usa,na,NG Camp Williams Tomah MTA,550NG,No,No,No,na,na, ,1efedcdb-4d40-48e3-b076-5ffb0d472a02,NG Camp Williams Tomah MTA,act,armyNationalGuard,WI,5.16318032168783E-05,0.0478918855004509
289,usa,na,NG Camp Withycombe Clackamas,410NG,No,No,No,na,na, ,42b6e728-fc45-42dc-a20c-e8bbc30541ad,NG Camp Withycombe Clackamas,act,armyNationalGuard,OR,3.75385520783311E-05,0.0414836188783176
291,usa,na,NG Carville Gillis Long Center,220NG,No,No,No,na,na, ,64b55d1d-e483-4b34-be5c-f40dc6f821da,NG Carville Gillis Long Center,act,armyNationalGuard,LA,0.000134905392997098,0.0472825896821653
292,usa,na,Military Ocean Terminal Concord,0696A,No,No,No,na,na, ,c45ce906-008f-4b30-9845-1eb4b324d630,Military Ocean Terminal Concord,act,usa,CA,0.00238301816534658,1.03054763325684
293,usa,na,NG CTA Camp Mccain,28475,No,No,No,na,na, ,245b8cc4-b2b8-4d75-a9eb-14fce8aa5693,NG CTA Camp Mccain,act,armyNationalGuard,MS,0.00510619523493006,0.456725495642351
294,usa,na,NG CTC Camp Dawson-Kingwood,54A75,No,No,No,na,na, ,a73f9531-9486-4cd9-ba8d-aeb9f47b62e3,NG CTC Camp Dawson-Kingwood,act,armyNationalGuard,WV,0.00338815091822653,0.710596726322508
295,usa,na,NG CTC Fort Custer Trng Center,26105,No,No,No,na,na, ,031a93af-db7b-4fa4-9b44-0bda91212db0,NG CTC Fort Custer Trng Center,act,armyNationalGuard,MI,0.00331493511566805,0.320624290836888
296,usa,na,Camp Frank D Merrill,13025,No,No,No,na,na, ,bb48aacb-c87e-4393-b3e0-edc10f389a0d,Camp Frank D Merrill,act,usa,GA,0.000114629029667412,0.0647580624698969
297,usa,na,Def Gen Supply Center,51315,No,No,No,na,na, ,4dc2fc26-8b4f-48a8-9af8-68413ce545a6,Def Gen Supply Center,act,usa,VA,0.000235862461522629,0.100561848957595
298,usa,na,Defense Distrib Depot Susq,36993,No,No,No,na,na, ,96616fd7-0fe0-45f0-8ddd-2d6b20425200,Defense Distrib Depot Susq,act,usa,PA,0.000359028652155757,0.110160195116351
299,usa,na,Defense Supply Center Columbus,21405,No,No,No,na,na, ,6c04133c-0a43-4972-9acc-5cd48ef20a30,Defense Supply Center Columbus,act,usa,OH,0.000246776933636284,0.0723006561186488
300,usa,na,Tooele Army Depot South,49575,No,No,No,na,na, ,2ee356bc-2a1d-478c-9df7-b39d2fca48ee,Tooele Army Depot South,act,usa,UT,0.00838589398517797,0.388094580669037
301,usa,na,Destin Moreno Point,13025,No,No,No,na,na, ,8cd57d04-9994-4c45-ad20-419af3ca4fe8,Destin Moreno Point,act,usa,FL,4.85207033307233E-06,0.00954849045296191
302,usa,na,Detroit Arsenal,26155,No,No,No,na,na, ,1041b5b8-594e-49b9-9896-79e3dc3e6806,Detroit Arsenal,act,usa,MI,8.15369094198104E-05,0.0435165438865057
304,usa,na,West Desert Test Center,49295,No,Yes,No,na,na, ,ff62e59b-a2b2-4a15-9089-75c1a7dc8cce,Dugway Proving Ground,act,usa,UT,0.342422623582934,2.96339687133554
305,usa,na,NG Duluth NG Armory,270NG,No,No,No,na,na, ,fb10bf42-f09a-477f-af2f-75fcba71a612,NG Duluth NG Armory,act,armyNationalGuard,MN,3.28569467455964E-06,0.00728484308848215
306,usa,na,NG Edgemeade TS Mtn Home,160NG,No,No,No,na,na, ,55bba637-780d-4c97-ac1b-bf8e70e60d20,NG Edgemeade TS Mtn Home,act,armyNationalGuard,ID,6.65823631607054E-05,0.0393883034510942
307,usa,na,England Authority,22725,No,No,No,na,na, ,c65190a4-75ee-4cb8-a033-35e5c86fbf18,England Authority,act,usa,LA,0.000146359660902817,0.0947821059503908
308,usa,na,NG Esler Field,22C50,No,No,No,na,na, ,6755b27c-578a-4ac5-9f00-116a21a3781f,NG Esler Field,act,armyNationalGuard,LA,0.00082018818375218,0.148962784452646
309,usa,na,NG Florence Military Reservation,040NG,No,No,No,na,na, ,94e5ca84-3ef8-4972-8d69-fe1a770b48c0,NG Florence Military Reservation,act,armyNationalGuard,AZ,0.00249025838070338,0.373917783903853
310,usa,na,NG Floyd Edsall Training Center,320NG,No,No,No,na,na, ,8fa88f9a-bf40-4752-a16f-f55ea573ef64,NG Floyd Edsall Training Center,act,armyNationalGuard,NV,0.000679784413478046,0.141268054564924
311,usa,na,Fort Walker,51290,No,No,No,na,na, ,a55c17ff-cbb4-4fa7-8db8-55a5c6825113,Fort A P Hill,act,usa,VA,0.0310205516918813,0.94709353743277
312,usa,na,Fort Belvoir,51105,No,Yes,No,na,na, ,2f2697eb-af4a-48ec-b157-1c3c74cd44c3,Fort Belvoir,act,usa,VA,0.00348821884904282,0.485923347709058
313,usa,na,Fort Benjamin Harrison,17775,No,No,No,na,na, ,bfa4242d-1333-4488-8540-1e7e74efe6c5,Fort Benjamin Harrison,clsd,usa,IN,2.84634420495422E-05,0.0326663392501139
314,usa,na,Fort Moore,13025,No,Yes,No,na,na, ,ced09ced-bca1-4b54-8507-b7d7e803fc09,Fort Moore,act,usa,GA,0.0704285161202733,1.94977169585054
316,usa,na,Fort Liberty,37225,No,Yes,No,na,na, ,2cb60158-b1ec-4181-867d-46dc155cf4b8,Fort Liberty,act,usa,NC,0.0619953339009953,1.99852533269413
317,usa,na,Fort Buchanan,RQ327,No,No,No,na,na, ,d4fbc5ea-c29c-4154-890c-4449b73a7468,Fort Buchanan,act,usar,PR,0.00025856356114673,0.103210056153498
318,usa,na,Fort Carson,8005,No,Yes,No,na,na, ,1d7af54f-dc62-46db-b622-41e0af8c726c,Fort Carson,act,usa,CO,0.0576935201856941,1.16000573037341
319,usa,na,NG Fort Chaffee MTC,5401,No,No,No,na,na, ,97a1725a-4793-4244-886d-bc78b6fdf60f,NG Fort Chaffee MTC,act,armyNationalGuard,AR,0.0261024063554487,1.37591551888566
321,usa,na,Fort Detrick,24225,No,Yes,No,na,na, ,1f5a3e82-5b95-4b12-a835-e2bee0e7e850,Fort Detrick,act,usa,MD,0.000516465808459543,0.162605441302509
322,usa,na,Fort Drum,36205,No,Yes,No,na,na, ,f868d969-18e8-442b-bf61-babf36281113,Fort Drum,act,usa,NY,0.0495503047395687,1.5037328569614
324,usa,na,Fort Eisenhower,13055,No,Yes,No,na,na, ,6afb5971-59e4-4c12-a257-1706ce23ffe2,Fort Eisenhower,act,usa,GA,0.0217607497274912,0.822894545062221
325,usa,na,Fort Greely,2871,No,Yes,No,na,na, ,cb999535-f500-487c-8f20-5350c5011b48,Fort Greely,act,usa,AK,0.00506266156844504,0.350145289181255
326,usa,na,Fort Hamilton,36325,No,No,No,na,na, ,35734bcb-c926-4842-9290-4a35fb45d92a,Fort Hamilton,act,usa,NY,5.16573074946791E-05,0.042502569591018
328,usa,na,Fort Huachuca,4005,No,Yes,No,na,na, ,979daa8d-0086-4663-8336-24793d6b6169,Fort Huachuca,act,usa,AZ,0.031128900399608,1.08810714843725
329,usa,na,Fort Hunter Liggett,6685,No,No,No,na,na, ,10eac16d-19b0-44ba-a6c5-276ff47ff2eb,Fort Hunter Liggett,act,usar,CA,0.0649730972763791,1.9794037087661
330,usa,na,NG Fort Indiantown Gap,42307,No,No,No,na,na, ,8a5d196d-ddd6-48c3-8cd1-aaa88476a3be,NG Fort Indiantown Gap,act,armyNationalGuard,PA,0.00772503615053211,0.872052256680626
331,usa,na,Fort Jackson,45455,No,No,No,na,na, ,442f1274-620f-455f-8dc3-257cdc5dc341,Fort Jackson,act,usa,SC,0.0202903634892664,0.661043346651091
332,usa,na,Fort Knox,21405,No,Yes,No,na,na, ,54dd4ea9-7197-4b34-a8f6-28c7e276c52b,Fort Knox,act,usa,KY,0.0452269993381833,1.43845190582255
333,usa,na,Fort Leavenworth,20395,No,Yes,No,na,na, ,2e571358-eb33-4eed-a42d-b127dae89331,Fort Leavenworth,act,usa,KS,0.00241208942520643,0.267293701726275
334,usa,na,Fort Gregg-Adams,51315,No,Yes,No,na,na, ,4e59658b-1b52-4d9c-ba22-2aff0841faf4,Fort Gregg-Adams,act,usa,VA,0.00232886774006147,0.381112529945245
335,usa,na,Fort Leonard Wood,29995,No,Yes,No,na,na, ,69b17206-14f5-4a50-adf2-5c4be677b894,Fort Leonard Wood,act,usa,MO,0.025513699088151,0.872386577581596
338,usa,na,NG Fort McClellan ARNG Tng Center,1910,No,No,No,na,na, ,6e25aaaa-6379-41a6-a0de-d9605af75f5d,NG Fort McClellan ARNG Tng Center,act,armyNationalGuard,AL,0.000194473634792303,0.091938894293189
339,usa,na,Fort McCoy,55425,No,No,No,na,na, ,1f027ff4-259a-4bcf-a794-d2a03d5987bc,Fort McCoy,act,usar,WI,0.0271206513473317,1.12439961710121
340,usa,na,Fort Monmouth Main Post,34855,No,No,No,na,na, ,81b5425b-4c5e-4374-8c0d-e72d4350816c,Fort Monmouth Main Post,clsd,usa,NJ,0.000428941437803587,0.284638987358389
341,usa,na,Fort Monroe,51315,No,No,No,na,na, ,f238f2e2-03f1-455a-943e-765525d83de0,Fort Monroe,care,usa,VA,0.00023004053105069,0.164760264182169
343,usa,na,NG Fort Barfoot MTC & FMS 15,51541,No,No,No,na,na, ,a00c7723-fd5d-436f-a466-135721f6eedf,NG Fort Barfoot MTC & FMS 15,act,armyNationalGuard,VA,0.0168477945735503,1.08254415910371
344,usa,na,Fort Johnson,22725,No,Yes,No,na,na, ,d0eb9361-dbd6-4b23-bcf7-2a9dcdaafc9a,Fort Johnson,act,usa,LA,0.0919892484025695,5.37541039685317
345,usa,na,Fort Riley,20605,No,Yes,No,na,na, ,6114198a-444e-4714-9345-0ab99d54b13d,Fort Riley,act,usa,KS,0.0429186224785099,1.28899130567441
346,usa,na,Fort Novosel AL,1252,No,No,No,na,na, ,0d99ed80-0bc6-4601-a10b-cddd0686fd24,Fort Novosel AL,act,usa,AL,0.0223086222508755,0.946589568970086
348,usa,na,Fort Sill,40755,No,Yes,No,na,na, ,cbc146eb-0f93-4650-864d-008a736dc575,Fort Sill,act,usa,OK,0.0373099243388424,1.2574247117635
349,usa,na,Fort Stewart,13305,No,Yes,No,na,na, ,1065ef04-2360-4d88-aded-f92e18def9fd,Fort Stewart,act,usa,GA,0.107905080156115,1.54541569709582
350,usa,na,Fort Wainwright,2871,No,Yes,No,na,na, ,583880c8-9598-45c0-b1a4-1ed160cfabcb,Fort Wainwright,act,usa,AK,0.499892081569669,5.39857060499549
351,usa,na,Fort Wingate Depot Activity,35955,No,No,No,na,na, ,2fc7ce87-e0d8-465b-b47e-73d8847017d8,Fort Wingate Depot Activity,clsd,usa,NM,0.00513622815469716,0.381911855428327
352,usa,na,NG Fort Wolters,48409,No,No,No,na,na, ,520de82c-9205-400e-b74a-0764fcca8b31,NG Fort Wolters,act,armyNationalGuard,TX,0.00159384887888336,0.33351847233922
353,usa,na,NG Fort Worth - Shoreview,480NG,No,No,No,na,na, ,5506051f-4912-4827-9adc-fe73d8f752d0,NG Fort Worth - Shoreview,act,armyNationalGuard,TX,3.23326446505234E-05,0.030227003938693
354,usa,na,NG Frankfort Boone NG Center,210NG,No,No,No,na,na, ,5b09480c-4d40-430f-90ac-a7d4fcd82ca2,NG Frankfort Boone NG Center,act,armyNationalGuard,KY,0.00014810837569712,0.112611595264818
355,usa,na,NG Ft Allen Rq 177,RQ577,No,No,No,na,na, ,af5ec41e-4816-444d-a009-88eef0d584fd,NG Ft Allen Rq 177,act,armyNationalGuard,PR,0.000258228343227529,0.129282883102783
356,usa,na,NG Ft Ruger,150NG,No,No,No,na,na, ,f331f5c9-b501-47ee-ab5c-dfe8b2cb9f3d,NG Ft Ruger,act,armyNationalGuard,HI,0.000113420437401146,0.0673038310278479
357,usa,na,Goldberg Stagefield AL,1252,No,No,No,na,na, ,0b279fb7-a049-4f9d-abed-643be153efc1,Goldberg Stagefield AL,act,usa,AL,3.95899601244309E-05,0.0270323081588708
